ticker,period_key,revenue,cost,gross_profit,net_profit,operating_expense,expense_rate,gross_margin,net_margin,revenue_mom_pct,alert_flag
MANUAL,1970-01,5854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False
IBM,2005-12,24427000000.0,13662000000.0,10765000000.0,3187000000.0,6711000000.0,0.2747369713841241,0.440700863798256,0.13047038113562862,,False
IBM,2006-03,20076000000.0,12571000000.0,7505000000.0,1708000000.0,6058000000.0,0.3017533373181909,0.3738294480972305,0.08507670850767085,-0.1781225692880829,True
IBM,2006-06,21310000000.0,12876000000.0,8434000000.0,2022000000.0,6438000000.0,0.30211168465509153,0.395776630689817,0.09488503050211168,0.061466427575214144,False
IBM,2006-09,22026000000.0,13126000000.0,8901000000.0,2222000000.0,6664000000.0,0.3025515300099882,0.4041133206210842,0.10088077726323436,0.033599249178789314,False
IBM,2006-12,26258000000.0,14556000000.0,11701000000.0,3540000000.0,7207000000.0,0.27446873333841115,0.4456165739964963,0.1348160560591058,0.19213656587669115,True
IBM,2007-03,21408000000.0,13163000000.0,8245000000.0,1844000000.0,6598000000.0,0.30820254110612855,0.3851363976083707,0.08613602391629298,-0.18470561352730597,True
IBM,2007-06,23170000000.0,13834000000.0,9336000000.0,2260000000.0,7165000000.0,0.30923608113940443,0.40293482952093224,0.0975399223133362,0.08230568011958139,False
IBM,2007-09,24119000000.0,14163000000.0,9956000000.0,2361000000.0,6848000000.0,0.2839255358845723,0.4127865997761101,0.09788963058169907,0.040958135520068994,False
IBM,2007-12,30718000000.0,15897000000.0,14821000000.0,3952000000.0,7601000000.0,0.24744449508431537,0.4824858389218048,0.12865420925841525,0.27360172478129274,True
IBM,2008-03,24502000000.0,14336000000.0,10166000000.0,2319000000.0,7189000000.0,0.29340462003101786,0.41490490572198185,0.09464533507468778,-0.20235692427892438,True
IBM,2008-06,26820000000.0,15221000000.0,11599000000.0,2765000000.0,7950000000.0,0.29642058165548096,0.432475764354959,0.10309470544369873,0.09460452207983017,False
IBM,2008-09,25302000000.0,14342000000.0,10959000000.0,2824000000.0,7096000000.0,0.2804521381708956,0.43312781598292627,0.11161173029800016,-0.05659955257270699,False
IBM,2008-12,27007000000.0,14071000000.0,12936000000.0,4427000000.0,7361000000.0,0.2725589661939497,0.4789869293146221,0.16392046506461289,0.06738597739309138,False
IBM,2009-03,21711000000.0,12280000000.0,9431000000.0,2295000000.0,6743000000.0,0.3105798903781493,0.4343880981990696,0.10570678457924554,-0.196097308105306,True
IBM,2009-06,23250000000.0,12669000000.0,10581000000.0,3103000000.0,6525000000.0,0.2806451612903226,0.4550967741935484,0.13346236559139785,0.07088572612961164,False
IBM,2009-09,23566000000.0,12939000000.0,10627000000.0,3214000000.0,6483000000.0,0.2750997199355003,0.45094627853687513,0.13638292455232115,0.013591397849462394,False
IBM,2009-12,27230000000.0,14085000000.0,13145000000.0,4813000000.0,7118000000.0,0.2614028644876974,0.48273962541314724,0.17675358060962174,0.1554782313502503,True
IBM,2010-03,22858000000.0,12880000000.0,9978000000.0,2601000000.0,7184000000.0,0.3142882141919678,0.4365211304576078,0.11378948289439146,-0.16055820785897912,True
IBM,2010-06,23723000000.0,12915000000.0,10808000000.0,3386000000.0,6537000000.0,0.27555536820806814,0.45559161994688696,0.14273068330312355,0.037842330912590816,False
IBM,2010-09,24271000000.0,13270000000.0,11001000000.0,3589000000.0,6612000000.0,0.2724238803510362,0.45325697334267234,0.14787194594371883,0.023099945200860006,False
IBM,2010-12,29018000000.0,14792000000.0,14227000000.0,5257000000.0,7539000000.0,0.25980425942518437,0.49028189399682953,0.181163415810876,0.19558320629557913,True
IBM,2011-03,24607000000.0,13749000000.0,10858000000.0,2863000000.0,7425000000.0,0.30174340634778724,0.4412565530133702,0.11634900638029828,-0.15200909780136462,True
IBM,2011-06,26667000000.0,14282000000.0,12385000000.0,3664000000.0,7600000000.0,0.2849964375445307,0.46443169460381745,0.1373982825214685,0.08371601576787091,False
IBM,2011-09,26157000000.0,13984000000.0,12173000000.0,3839000000.0,7207000000.0,0.2755285392055664,0.46538211568604965,0.1467675956722866,-0.019124760940488206,False
IBM,2011-12,29486000000.0,14764000000.0,14722000000.0,5490000000.0,7631000000.0,0.25880078681408125,0.4992877975988605,0.18619005629790408,0.12726994685934923,True
IBM,2012-03,24673000000.0,13555000000.0,11118000000.0,3066000000.0,7224000000.0,0.29278968913387105,0.4506140315324444,0.12426539131844526,-0.163230007461168,True
IBM,2012-06,25782000000.0,13502000000.0,12281000000.0,3881000000.0,7131000000.0,0.2765883174307657,0.47634008222791097,0.15053137848111084,0.04494791877761117,False
IBM,2012-09,24747000000.0,13016000000.0,11732000000.0,3824000000.0,7123000000.0,0.2878328686305411,0.47407766597971474,0.15452378066028205,-0.04014428671165926,False
IBM,2012-12,29304000000.0,14137000000.0,15167000000.0,5833000000.0,6377000000.0,0.21761534261534263,0.5175743925743925,0.19905132405132406,0.18414353254939986,True
IBM,2013-03,23408000000.0,12730000000.0,10678000000.0,3032000000.0,7016000000.0,0.2997265892002734,0.45616883116883117,0.12952836637047163,-0.20120120120120122,True
IBM,2013-06,24924000000.0,12792000000.0,12132000000.0,3226000000.0,7957000000.0,0.3192505215856203,0.4867597496389023,0.12943347777242817,0.06476418318523591,False
IBM,2013-09,23338000000.0,11908000000.0,11429000000.0,4041000000.0,6396000000.0,0.27405947381952184,0.48971634244579654,0.1731510840689005,-0.06363344567485152,False
IBM,2013-12,27699000000.0,13383000000.0,14316000000.0,6184000000.0,7274000000.0,0.26260875843893283,0.5168417632405502,0.2232571572980974,0.1868626274745051,True
IBM,2014-03,22236000000.0,11608000000.0,10627000000.0,2384000000.0,7413000000.0,0.33337830545062064,0.47791869041194457,0.10721352761288001,-0.1972273367269577,True
IBM,2014-06,24047000000.0,12003000000.0,12044000000.0,4136000000.0,6696000000.0,0.2784546928930844,0.5008524971929971,0.17199650684077017,0.08144450440726758,False
IBM,2014-09,22397000000.0,11523000000.0,10874000000.0,18000000.0,6389000000.0,0.2852614189400366,0.48551145242666427,0.0008036790641603786,-0.06861562772903063,False
IBM,2014-12,24113000000.0,11251000000.0,12862000000.0,5483000000.0,7045000000.0,0.2921660515074856,0.5334052171028076,0.227387716169701,0.07661740411662277,False
IBM,2015-03,19590000000.0,10138000000.0,9452000000.0,2327000000.0,6404000000.0,0.32690148034711586,0.48249106687085247,0.1187850944359367,-0.18757516692240706,True
IBM,2015-06,20814000000.0,10423000000.0,10390000000.0,3449000000.0,6279000000.0,0.3016719515710579,0.49918324204862113,0.1657057749591621,0.06248085758039812,False
IBM,2015-09,19280000000.0,9844000000.0,9436000000.0,2950000000.0,5805000000.0,0.30108921161825725,0.48941908713692944,0.15300829875518673,-0.07370039396560013,False
IBM,2015-12,22060000000.0,10652000000.0,11406000000.0,4462000000.0,6281000000.0,0.2847234814143246,0.5170444242973709,0.20226654578422484,0.14419087136929454,True
IBM,2016-03,18684000000.0,9999000000.0,8686000000.0,2013000000.0,7155000000.0,0.3829479768786127,0.46488974523656607,0.10773924213230572,-0.15303717135086126,True
IBM,2016-06,20239000000.0,10536000000.0,9702000000.0,2505000000.0,6424000000.0,0.31740698651119126,0.47937151045012105,0.12377093729927367,0.08322628987368863,False
IBM,2016-09,19227000000.0,10213000000.0,9013000000.0,2853000000.0,5634000000.0,0.29302543298486505,0.46876787850418683,0.14838508347636137,-0.050002470477790384,False
IBM,2016-12,21771000000.0,10877000000.0,10893000000.0,4501000000.0,5890000000.0,0.2705433833999357,0.5003444949703735,0.20674291488677599,0.13231393353097198,True
IBM,2017-03,18155000000.0,10211000000.0,7944000000.0,1750000000.0,6050000000.0,0.33324153125860645,0.4375654089782429,0.09639217846323327,-0.16609250838271095,True
IBM,2017-06,19289000000.0,10321000000.0,8968000000.0,2331000000.0,6087000000.0,0.3155684587070351,0.4649281974182176,0.12084607807558712,0.062462131644175134,False
IBM,2017-09,19153000000.0,10172000000.0,8981000000.0,2726000000.0,5582000000.0,0.2914425938495275,0.46890826502375604,0.14232757270401503,-0.00705065062989263,False
IBM,2017-12,22543000000.0,11681000000.0,10862000000.0,-1055000000.0,6210000000.0,0.27547353945792485,0.48183471587632526,-0.046799449940114445,0.17699577089750962,True
IBM,2018-03,19071000000.0,10825000000.0,8247000000.0,1679000000.0,6519000000.0,0.34182790624508413,0.4324366839704263,0.08803943159771381,-0.15401676795457575,True
IBM,2018-06,20003000000.0,10804000000.0,9199000000.0,2403000000.0,5931000000.0,0.29650552417137427,0.4598810178473229,0.12013198020296956,0.048870012060196144,False
IBM,2018-09,18756000000.0,9953000000.0,8803000000.0,2694000000.0,5336000000.0,0.2844956280656856,0.4693431435274046,0.1436340371081254,-0.06234064890266455,False
IBM,2018-12,21760000000.0,11073000000.0,10687000000.0,1951000000.0,5863000000.0,0.2694393382352941,0.49113051470588237,0.08965992647058824,0.16016208146726374,True
IBM,2019-03,18181000000.0,10139000000.0,8043000000.0,1591000000.0,6021000000.0,0.3311699026456191,0.4423849073208294,0.0875089379022056,-0.16447610294117643,True
